GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000116824	CD2	1	117297007	117311850	28	6	109139	-0.18102	0.57182
ENSG00000188092	GPR89B	1	147400506	147465753	3	1	109287	-0.18135	0.57195
ENSG00000198740	ZNF652	17	47366568	47439835	158	14	109067	-0.18141	0.57198
ENSG00000185339	TCN2	22	31002825	31023265	119	17	109024	-0.18152	0.57202
ENSG00000122643	NT5C3A	7	33053742	33102409	161	10	109208	-0.1817	0.57209
ENSG00000198612	COPS8	2	237993955	238009109	19	5	109028	-0.18186	0.57216
ENSG00000144746	ARL6IP5	3	69134095	69155217	22	2	109218	-0.1819	0.57217
ENSG00000135317	SNX14	6	86215214	86303874	132	18	109136	-0.18209	0.57224
ENSG00000137080	IFNA21	9	21165636	21166659	1	1	109144	-0.18225	0.57231
ENSG00000159202	UBE2Z	17	46985731	47006418	52	3	109302	-0.18259	0.57244
ENSG00000198128	OR2L3	1	248223984	248224922	6	1	109335	-0.18272	0.57249
ENSG00000156831	NSMCE2	8	126103921	126379362	515	42	109126	-0.18307	0.57263
ENSG00000142089	IFITM3	11	319669	327537	12	4	108854	-0.18356	0.57282
ENSG00000090266	NDUFB2	7	140390577	140422590	52	5	109217	-0.18422	0.57308
ENSG00000111713	GYS2	12	21689123	21757781	214	14	109132	-0.18464	0.57324
ENSG00000134042	MRO	18	48324574	48351772	89	16	109089	-0.18487	0.57334
ENSG00000177453	NIM1K	5	43192173	43280952	123	21	109027	-0.18493	0.57336
ENSG00000137494	ANKRD42	11	82904781	82971736	120	15	109042	-0.185	0.57339
ENSG00000099290	FAM21A	10	51827648	51893269	2	1	108843	-0.18506	0.57341
ENSG00000173041	ZNF680	7	63980262	64023484	163	12	109246	-0.18513	0.57344
ENSG00000126243	LRFN3	19	36426260	36436669	15	3	109160	-0.18515	0.57344
ENSG00000180917	CMTR2	16	71315292	71323618	18	5	109145	-0.18516	0.57345
ENSG00000150753	CCT5	5	10250033	10266524	65	2	108987	-0.18561	0.57362
ENSG00000271741	RP11-244H3.4	1	35447134	35497342	76	2	109258	-0.1857	0.57366
ENSG00000187595	ZNF385C	17	40177594	40217383	55	6	109037	-0.18569	0.57366
ENSG00000105875	WDR91	7	134868590	134896316	82	5	109157	-0.1861	0.57382
ENSG00000176974	SHMT1	17	18231187	18266856	88	9	109172	-0.18627	0.57388
ENSG00000173409	ARV1	1	231114727	231136341	63	8	109177	-0.18643	0.57394
ENSG00000178295	GEN1	2	17935125	17966632	74	12	109222	-0.18648	0.57397
ENSG00000116704	SLC35D1	1	67465015	67519782	135	12	109189	-0.18658	0.57401
ENSG00000108654	DDX5	17	62495734	62504317	17	3	109335	-0.1866	0.57401
ENSG00000177479	ARIH2	3	48956254	49023815	62	10	109266	-0.18667	0.57404
ENSG00000163191	S100A11	1	152004982	152020383	16	2	109262	-0.18671	0.57406
ENSG00000059769	DNAJC25	9	114393632	114432508	101	13	109105	-0.18731	0.57429
ENSG00000244115	DNAJC25-GNG10	9	114393666	114432509	101	13	109105	-0.18731	0.57429
ENSG00000187173	LCE2A	1	152670840	152671918	2	1	109352	-0.1877	0.57445
ENSG00000165156	ZHX1	8	124260696	124287781	8	4	109056	-0.18783	0.5745
ENSG00000105246	EBI3	19	4229495	4237528	30	2	109110	-0.1881	0.5746
ENSG00000166965	RCCD1	15	91498100	91506349	13	5	108852	-0.18824	0.57466
ENSG00000152022	LIX1L	1	145477085	145501669	9	3	109112	-0.18828	0.57467
ENSG00000150667	FSIP1	15	39892232	40075031	399	22	109038	-0.1885	0.57476
ENSG00000156959	LHFPL4	3	9543481	9595486	163	13	109060	-0.18859	0.57479
ENSG00000181274	FRAT2	10	99092255	99094458	2	1	108896	-0.18878	0.57487
ENSG00000196531	NACA	12	57106212	57125412	28	6	109234	-0.18925	0.57505
ENSG00000131943	C19orf12	19	30191721	30206364	42	8	109108	-0.18938	0.5751
ENSG00000104852	SNRNP70	19	49588676	49611862	35	11	109016	-0.1894	0.57511
ENSG00000153291	SLC25A27	6	46620678	46645930	27	6	109224	-0.1895	0.57515
ENSG00000173846	PLK3	1	45265897	45271662	9	3	109001	-0.1898	0.57527
ENSG00000068878	PSME4	2	54091204	54197977	286	23	109076	-0.19039	0.5755
ENSG00000100281	HMGXB4	22	35653445	35691800	76	3	109253	-0.19064	0.5756
ENSG00000166451	CENPN	16	81040103	81066719	73	4	109025	-0.19084	0.57567
ENSG00000187223	LCE2D	1	152635872	152637135	2	1	109222	-0.19159	0.57597
ENSG00000125975	C20orf173	20	34111014	34117481	9	3	109165	-0.19168	0.576
ENSG00000163393	SLC22A15	1	116519119	116612675	209	21	109050	-0.19173	0.57602
ENSG00000164125	FAM198B	4	159045626	159094470	103	7	109006	-0.19175	0.57603
ENSG00000182077	PTCHD3	10	27687116	27703297	31	10	109141	-0.19232	0.57625
ENSG00000196758	AC079612.1	2	240499995	240507788	42	9	109146	-0.19245	0.57631
ENSG00000254999	BRK1	3	10157276	10168874	48	4	109290	-0.19255	0.57634
ENSG00000006128	TAC1	7	97361220	97369784	22	2	108604	-0.19275	0.57642
ENSG00000147206	NXF3	X	102330738	102348157	4	2	108934	-0.19306	0.57654
ENSG00000092820	EZR	6	159186773	159240444	196	14	109173	-0.19398	0.57691
ENSG00000112996	MRPS30	5	44809027	44820530	17	3	109222	-0.19406	0.57694
ENSG00000104442	ARMC1	8	66514694	66546442	118	8	109260	-0.19436	0.57705
ENSG00000144057	ST6GAL2	2	107418056	107503564	276	23	109125	-0.19471	0.57719
ENSG00000165633	VSTM4	10	50222290	50323554	229	20	109030	-0.19482	0.57723
ENSG00000182831	C16orf72	16	9185505	9215497	52	10	108793	-0.1949	0.57726
ENSG00000111639	MRPL51	12	6601150	6603007	14	1	109172	-0.19495	0.57728
ENSG00000138190	EXOC6	10	94590935	94819250	512	25	109099	-0.19505	0.57732
ENSG00000101812	H2BFM	X	103268269	103297021	33	3	109208	-0.19534	0.57744
ENSG00000119535	CSF3R	1	36931644	36948879	29	7	109093	-0.19555	0.57752
ENSG00000168701	TMEM208	16	67261006	67263181	1	1	109332	-0.19555	0.57752
ENSG00000196700	ZNF512B	20	62588055	62680113	157	12	109153	-0.19561	0.57754
ENSG00000163823	CCR1	3	46243200	46249887	10	1	109204	-0.19598	0.57769
ENSG00000176531	PHLDB3	19	43979106	44009087	74	13	108866	-0.19608	0.57773
ENSG00000158113	LRRC43	12	122652285	122688018	47	7	109066	-0.19619	0.57777
ENSG00000116106	EPHA4	2	222282747	222438922	214	30	108925	-0.19648	0.57788
ENSG00000142208	AKT1	14	105235686	105262088	47	12	108940	-0.19687	0.57804
ENSG00000197696	NMB	15	85198360	85201794	10	3	109264	-0.19741	0.57825
ENSG00000142178	SIK1	21	44834395	44847008	32	3	109199	-0.19758	0.57831
ENSG00000213672	NCKIPSD	3	48701364	48723797	27	3	109228	-0.19844	0.57865
ENSG00000085465	OVGP1	1	111956936	111970399	42	7	109242	-0.1985	0.57867
ENSG00000112183	RBM24	6	17281577	17294106	11	4	108781	-0.19852	0.57868
ENSG00000137875	BCL2L10	15	52401460	52404972	11	2	109021	-0.19885	0.57881
ENSG00000117632	STMN1	1	26210672	26233482	24	4	109068	-0.19941	0.57903
ENSG00000110696	C11orf58	11	16634679	16778428	215	20	108880	-0.19957	0.57909
ENSG00000135316	SYNCRIP	6	86318053	86353510	49	9	109123	-0.19959	0.5791
ENSG00000184845	DRD1	5	174867042	174871211	7	2	109299	-0.20001	0.57926
ENSG00000134588	USP26	X	132158659	132231137	25	5	109116	-0.20012	0.57931
ENSG00000171940	ZNF217	20	52183604	52226446	49	12	109052	-0.20029	0.57937
ENSG00000260362	RP11-297M9.1	16	9760742	9770700	34	6	109029	-0.20031	0.57938
ENSG00000168528	SERINC2	1	31882412	31907525	62	7	108918	-0.20091	0.57962
ENSG00000099326	MZF1	19	59073298	59084942	21	5	109102	-0.201	0.57965
ENSG00000158402	CDC25C	5	137620954	137674044	117	13	109118	-0.20128	0.57976
ENSG00000108423	TUBD1	17	57936851	57970304	54	7	109249	-0.20173	0.57994
ENSG00000115523	GNLY	2	85912298	85925977	46	7	109155	-0.20179	0.57996
ENSG00000132872	SYT4	18	40847843	40857615	9	3	109259	-0.20224	0.58014
ENSG00000172867	KRT2	12	53038342	53045948	9	4	109192	-0.20263	0.58029
ENSG00000203757	OR6K3	1	158686958	158687953	3	1	109360	-0.20271	0.58032
ENSG00000105997	HOXA3	7	27145803	27192200	101	14	109174	-0.20276	0.58034
ENSG00000150779	TIMM8B	11	111955524	111957522	1	1	109336	-0.20344	0.5806
ENSG00000124107	SLPI	20	43880880	43883205	9	3	109240	-0.20369	0.5807
ENSG00000179698	KIAA1875	8	145162629	145173218	19	2	109166	-0.20411	0.58087
ENSG00000011009	LYPLA2	1	24117460	24122029	3	1	109314	-0.20417	0.58089
ENSG00000005955	GGNBP2	17	34900737	34946278	71	8	109207	-0.20448	0.58101
ENSG00000234602	MCIDAS	5	54515442	54523143	11	3	108827	-0.20456	0.58104
ENSG00000143514	TP53BP2	1	223967601	224033674	115	9	109125	-0.20476	0.58112
ENSG00000267802	AL358333.1	14	52436014	52436247	1	1	109184	-0.20491	0.58118
ENSG00000146830	GIGYF1	7	100277130	100287071	21	7	109163	-0.20498	0.58121
ENSG00000259384	GH1	17	61994560	61996179	2	1	108854	-0.20552	0.58142
ENSG00000272047	GTF2H5	6	158589384	158620376	66	9	109144	-0.20592	0.58157
ENSG00000062716	VMP1	17	57784553	57919616	184	15	109269	-0.20598	0.5816
ENSG00000090339	ICAM1	19	10381511	10397291	18	9	109120	-0.20611	0.58165
ENSG00000113811	SELK	3	53918437	53926015	24	5	108998	-0.20665	0.58186
ENSG00000163867	ZMYM6	1	35449523	35497569	72	2	109256	-0.20711	0.58204
ENSG00000110906	KCTD10	12	109886461	109915349	122	10	109247	-0.20759	0.58223
ENSG00000170074	FAM153A	5	177134982	177210399	13	2	108990	-0.20766	0.58225
ENSG00000177663	IL17RA	22	17565844	17596583	35	11	109062	-0.20776	0.58229
ENSG00000129167	TPH1	11	18039111	18063973	36	5	109007	-0.20782	0.58231
ENSG00000149554	CHEK1	11	125495036	125546150	107	12	109234	-0.20784	0.58232
ENSG00000123349	PFDN5	12	53689075	53693234	9	2	109302	-0.20791	0.58235
ENSG00000164114	MAP9	4	156263810	156298122	108	9	109270	-0.20801	0.58239
ENSG00000158901	WFDC8	20	44179792	44207965	158	3	109232	-0.20801	0.58239
ENSG00000126458	RRAS	19	50138549	50143458	6	1	109126	-0.20811	0.58243
ENSG00000244694	PTCHD4	6	47845764	48036425	577	44	109111	-0.20819	0.58246
ENSG00000134901	KDELC1	13	103436631	103451357	33	4	109302	-0.20823	0.58248
ENSG00000103316	CRYM	16	21250195	21314404	93	8	109011	-0.20837	0.58253
ENSG00000042429	MED17	11	93517393	93547861	41	5	109208	-0.20859	0.58261
ENSG00000115137	DNAJC27	2	25166505	25194963	48	8	109226	-0.2091	0.58282
ENSG00000089723	OTUB2	14	94492675	94515276	36	6	108968	-0.20916	0.58284
ENSG00000166478	ZNF143	11	9481866	9550071	114	12	109089	-0.20929	0.58289
ENSG00000080200	CRYBG3	3	97595819	97663810	84	7	109000	-0.20943	0.58294
ENSG00000151033	LYZL2	10	30900718	30918691	85	11	109002	-0.21068	0.58343
ENSG00000145882	PCYOX1L	5	148737570	148749216	15	5	109145	-0.21125	0.58365
ENSG00000135622	SEMA4F	2	74881355	74909186	24	5	109132	-0.21161	0.5838
ENSG00000234127	TRIM26	6	30152232	30181204	112	14	109309	-0.21168	0.58382
ENSG00000137274	BPHL	6	3118608	3153812	64	4	109234	-0.21187	0.5839
ENSG00000166603	MC4R	18	58038564	58040001	2	1	109345	-0.21192	0.58392
ENSG00000040933	INPP4A	2	99061317	99210853	206	11	109106	-0.21217	0.58401
ENSG00000111275	ALDH2	12	112204691	112247782	35	5	109195	-0.21327	0.58444
ENSG00000142856	ITGB3BP	1	63906441	64059392	345	18	109198	-0.21347	0.58452
ENSG00000197283	SYNGAP1	6	33387847	33421466	46	11	109239	-0.21359	0.58457
ENSG00000156381	ANKRD9	14	102973179	102976136	7	2	109024	-0.21377	0.58464
ENSG00000140015	KCNH5	14	63173287	63568755	842	58	109014	-0.21428	0.58483
ENSG00000050820	BCAR1	16	75262928	75301951	121	10	109161	-0.21444	0.5849
ENSG00000169679	BUB1	2	111395275	111435691	28	3	109256	-0.21459	0.58496
ENSG00000198862	LTN1	21	30300466	30365270	111	15	109132	-0.21479	0.58503
ENSG00000147905	ZCCHC7	9	37120536	37358146	243	19	108814	-0.21489	0.58507
ENSG00000240038	AMY2B	1	104096437	104122156	19	6	108954	-0.2151	0.58515
ENSG00000174957	OR5J2	11	55944094	55945032	1	1	109350	-0.21546	0.5853
ENSG00000148426	PROSER2	10	11865338	11914276	100	16	108894	-0.21578	0.58542
ENSG00000061337	LZTS1	8	20103676	20161474	139	29	109019	-0.21602	0.58551
ENSG00000167077	MEI1	22	42095503	42195460	236	14	109205	-0.2166	0.58574
ENSG00000125813	PAX1	20	21686297	21696620	7	3	109129	-0.21679	0.58582
ENSG00000258227	CLEC5A	7	141627157	141646807	47	5	109161	-0.21802	0.58629
ENSG00000175387	SMAD2	18	45357922	45457515	167	10	109210	-0.21812	0.58633
ENSG00000231213	PLSCR5	3	146294342	146324003	145	13	108945	-0.21944	0.58685
ENSG00000105447	GRWD1	19	48949030	48960279	41	6	109238	-0.22004	0.58708
ENSG00000236032	OR5H14	3	97868170	97869249	5	1	109317	-0.2203	0.58718
ENSG00000154305	MIA3	1	222791428	222841354	107	12	109123	-0.22044	0.58724
ENSG00000101292	PROKR2	20	5282317	5297378	125	6	109048	-0.22071	0.58734
ENSG00000257093	KIAA1147	7	141356528	141401953	66	7	108977	-0.22158	0.58768
ENSG00000177600	RPLP2	11	809647	812880	2	1	108881	-0.22241	0.588
ENSG00000169598	DFFB	1	3773845	3801993	101	12	108978	-0.22275	0.58814
ENSG00000261594	TPBGL	11	74951950	74954742	4	1	109164	-0.22306	0.58826
ENSG00000083838	ZNF446	19	58985384	58992597	14	3	109006	-0.22313	0.58828
ENSG00000212938	KRTAP6-3	21	31964759	31965394	1	1	109123	-0.22334	0.58836
ENSG00000158623	COPG2	7	130146089	130353598	227	19	109194	-0.22344	0.5884
ENSG00000107984	DKK1	10	54074056	54077802	4	2	108970	-0.22343	0.5884
ENSG00000180929	GPR62	3	51989330	51991509	1	1	109052	-0.22365	0.58849
ENSG00000110700	RPS13	11	17095936	17099334	7	3	109114	-0.22385	0.58856
ENSG00000173124	C10orf129	10	96953957	96988685	98	6	109138	-0.22434	0.58875
ENSG00000126549	STATH	4	70861647	70868287	10	4	109125	-0.22435	0.58876
ENSG00000213809	KLRK1	12	10524952	10544473	44	4	109143	-0.22444	0.58879
ENSG00000258474	RP11-187E13.1	14	32414059	32419588	29	4	108962	-0.22456	0.58884
ENSG00000198270	TMEM116	12	112369086	112450970	128	6	109266	-0.22555	0.58922
ENSG00000213928	IRF9	14	24630262	24635774	6	3	108702	-0.22583	0.58933
ENSG00000134686	PHC2	1	33789224	33896653	298	24	109213	-0.22597	0.58939
ENSG00000137098	SPAG8	9	35808042	35812269	2	1	108837	-0.22616	0.58946
ENSG00000131409	LRRC4B	19	51020149	51071302	58	18	108923	-0.22639	0.58955
ENSG00000187109	NAP1L1	12	76438670	76478813	49	5	109036	-0.22643	0.58957
ENSG00000148735	PLEKHS1	10	115511213	115543188	71	6	109120	-0.22659	0.58963
ENSG00000165934	CPSF2	14	92588281	92630755	95	8	109293	-0.22661	0.58964
ENSG00000066923	STAG3	7	99775186	99819111	81	7	109094	-0.22668	0.58966
ENSG00000107874	CUEDC2	10	104183002	104192418	13	4	109114	-0.22709	0.58982
ENSG00000176605	C14orf177	14	99177950	99184098	8	4	108868	-0.22746	0.58997
ENSG00000243811	APOBEC3D	22	39410368	39429281	18	4	109044	-0.22747	0.58997
ENSG00000187288	CIDEC	3	9908398	9921938	26	5	108922	-0.22805	0.5902
ENSG00000134900	TPP2	13	103249353	103331521	288	15	109227	-0.22822	0.59026
ENSG00000161960	EIF4A1	17	7476024	7482323	20	6	109116	-0.22841	0.59034
ENSG00000086205	FOLH1	11	49168187	49230222	188	15	109257	-0.2286	0.59041
ENSG00000154839	SKA1	18	47901365	47920543	58	6	109225	-0.22862	0.59042
ENSG00000008405	CRY1	12	107385142	107487607	218	15	109228	-0.22864	0.59043
ENSG00000184432	COPB2	3	139074442	139108574	76	8	109204	-0.22872	0.59046
ENSG00000111832	RWDD1	6	116892530	116918838	62	11	109166	-0.22891	0.59053
ENSG00000102048	ASB9	X	15253410	15288589	46	10	108943	-0.2291	0.5906
ENSG00000269155	AL009178.1	6	168196210	168198927	4	1	109206	-0.22936	0.5907
ENSG00000183856	IQGAP3	1	156495197	156542396	71	7	109150	-0.22938	0.59071
ENSG00000170476	MZB1	5	138723169	138725770	1	1	109267	-0.22975	0.59086
ENSG00000159761	C16orf86	16	67700719	67702661	1	1	109319	-0.23061	0.59119
ENSG00000203691	AC092811.1	1	225600404	225602040	3	1	109337	-0.23095	0.59132
ENSG00000261915	RP11-542C16.2	17	7215980	7222493	15	5	109173	-0.23123	0.59143
ENSG00000169900	PYDC1	16	31227283	31228680	1	1	108293	-0.23137	0.59149
ENSG00000161671	EMC10	19	50979657	50986608	14	5	108960	-0.23157	0.59156
ENSG00000205138	SDHAF1	19	36486090	36487220	2	1	109313	-0.23173	0.59163
ENSG00000186967	KRTAP19-4	21	31869142	31869451	1	1	109360	-0.23185	0.59167
ENSG00000178974	FBXO34	14	55738021	55828636	201	10	109223	-0.23246	0.59191
ENSG00000273045	C2ORF15	2	99757948	99767950	28	6	109152	-0.23264	0.59198
ENSG00000187175	KRTAP12-1	21	46101491	46102078	5	2	109356	-0.23272	0.59201
ENSG00000001617	SEMA3F	3	50192478	50226508	42	9	108820	-0.23336	0.59226
ENSG00000163285	GABRG1	4	46037786	46126098	246	19	109151	-0.2335	0.59231
ENSG00000168386	FILIP1L	3	99548985	99833357	355	26	109128	-0.23387	0.59246
ENSG00000125384	PTGER2	14	52781023	52795324	41	6	108985	-0.23423	0.5926
ENSG00000101337	TM9SF4	20	30697309	30755061	114	8	109229	-0.23458	0.59273
ENSG00000159915	ZNF233	19	44754318	44779470	41	6	109186	-0.23558	0.59312
ENSG00000148606	POLR3A	10	79734907	79789303	70	9	109123	-0.2356	0.59313
ENSG00000140691	ARMC5	16	31469401	31478487	8	4	109028	-0.23561	0.59313
ENSG00000107807	TLX1	10	102889257	102897545	8	3	108930	-0.2357	0.59317
ENSG00000168427	KLHL30	2	239047363	239061588	15	5	108891	-0.23591	0.59325
ENSG00000268953	AC020952.1	19	31640362	31640757	1	1	109299	-0.23708	0.5937
ENSG00000122224	LY9	1	160765864	160798051	74	6	108906	-0.2374	0.59383
ENSG00000072195	SPEG	2	220299568	220363009	77	13	109023	-0.23812	0.59411
ENSG00000102390	PBDC1	X	75392771	75398039	3	1	108941	-0.23859	0.59429
ENSG00000138381	ASNSD1	2	190526111	190535557	21	5	109145	-0.23867	0.59432
ENSG00000139354	GAS2L3	12	100967461	101022064	93	11	108866	-0.23866	0.59432
ENSG00000147799	ARHGAP39	8	145754563	145911194	183	10	109205	-0.23894	0.59443
ENSG00000171596	NMUR1	2	232387871	232395206	29	3	109148	-0.23901	0.59445
ENSG00000173389	IQCF1	3	51928892	51937351	18	2	109285	-0.23905	0.59447
ENSG00000166816	LDHD	16	75145758	75150669	1	1	108985	-0.23923	0.59454
ENSG00000138136	LBX1	10	102986733	102989551	2	1	109142	-0.23944	0.59462
ENSG00000164972	C9orf24	9	34379017	34397830	29	8	108950	-0.24008	0.59487
ENSG00000148204	CRB2	9	126118449	126142603	53	11	108941	-0.24015	0.59489
ENSG00000172508	CARNS1	11	67182439	67193078	15	3	109106	-0.24017	0.5949
ENSG00000175322	ZNF519	18	14057456	14132489	143	16	109134	-0.24018	0.5949
ENSG00000143079	CTTNBP2NL	1	112938803	113006078	149	5	109165	-0.24053	0.59504
ENSG00000146521	C6orf123	6	168185217	168197539	22	4	108911	-0.24066	0.59509
ENSG00000170584	NUDCD2	5	162873532	162887146	22	6	109099	-0.24079	0.59514
ENSG00000164024	METAP1	4	99916771	99983964	154	12	109216	-0.24176	0.59552
ENSG00000099910	KLHL22	22	20783528	20850170	113	10	108971	-0.242	0.59561
ENSG00000115648	MLPH	2	238394071	238463961	309	20	109165	-0.24206	0.59563
ENSG00000213588	ZBTB9	6	33422356	33425325	4	2	109138	-0.2424	0.59577
ENSG00000188295	ZNF669	1	247263264	247267674	8	2	108860	-0.24257	0.59583
ENSG00000128408	RIBC2	22	45809572	45828376	56	4	109178	-0.24258	0.59584
ENSG00000151650	VENTX	10	135050908	135055433	14	2	109096	-0.24275	0.5959
ENSG00000163577	EIF5A2	3	170606204	170626482	29	5	109016	-0.24288	0.59595
ENSG00000055955	ITIH4	3	52846991	52865495	36	5	109072	-0.2437	0.59627
ENSG00000165195	PIGA	X	15337573	15353676	27	3	109180	-0.24414	0.59644
ENSG00000231068	KRTAP21-3	21	32090843	32091095	1	1	109360	-0.24422	0.59647
ENSG00000087303	NID2	14	52471521	52535712	293	28	109154	-0.2443	0.5965
ENSG00000089876	DHX32	10	127524906	127585005	60	10	109139	-0.24462	0.59662
ENSG00000268805	PRED57	21	46511596	46515493	20	6	109076	-0.24552	0.59697
ENSG00000131236	CAP1	1	40505905	40538321	107	7	109287	-0.24616	0.59722
ENSG00000112365	ZBTB24	6	109783797	109804440	37	7	109171	-0.24649	0.59735
ENSG00000181689	OR8K3	11	56085783	56086721	2	1	109360	-0.24651	0.59736
ENSG00000135951	TSGA10	2	99613724	99771427	405	23	109227	-0.24676	0.59745
ENSG00000164902	PHAX	5	125935960	125962944	77	7	109223	-0.24675	0.59745
ENSG00000166173	LARP6	15	71123863	71146498	38	7	108995	-0.2471	0.59759
ENSG00000129159	KCNC1	11	17756359	17804602	35	9	109062	-0.24798	0.59793
ENSG00000171115	GIMAP8	7	150147718	150176480	25	4	108907	-0.24805	0.59795
ENSG00000163046	ANKRD30BL	2	132905164	133015542	45	4	109081	-0.24811	0.59797
ENSG00000138073	PREB	2	27353624	27357543	7	3	108929	-0.24941	0.59848
ENSG00000117450	PRDX1	1	45976708	45988719	36	4	109208	-0.24986	0.59865
ENSG00000186260	MKL2	16	14165178	14360630	409	13	109145	-0.24995	0.59869
ENSG00000141753	IGFBP4	17	38599702	38613983	25	5	109016	-0.25105	0.59911
ENSG00000180730	SHISA2	13	26618735	26625169	12	3	109125	-0.25157	0.59931
ENSG00000079387	SENP1	12	48436681	48500091	156	14	109261	-0.25195	0.59946
ENSG00000124529	HIST1H4B	6	26027124	26027480	3	1	109360	-0.25224	0.59957
ENSG00000071282	LMCD1	3	8543393	8609805	169	19	109054	-0.25249	0.59967
ENSG00000179168	GGN	19	38874905	38878722	10	3	109219	-0.25276	0.59977
ENSG00000158545	ZC3H18	16	88636789	88698374	172	28	108914	-0.25278	0.59978
ENSG00000011405	PIK3C2A	11	17099277	17229530	200	18	109203	-0.25308	0.5999
ENSG00000115827	DCAF17	2	172290727	172341562	111	4	109031	-0.25344	0.60003
ENSG00000266964	FXYD1	19	35629712	35634013	1	1	109360	-0.25351	0.60006
ENSG00000168787	OR12D2	6	29364416	29365448	9	2	109236	-0.25362	0.6001
ENSG00000102970	CCL17	16	57438679	57449974	34	9	109055	-0.25366	0.60012
ENSG00000257184	RP1-170O19.20	7	27203154	27219632	19	7	109032	-0.25398	0.60025
ENSG00000181192	DHTKD1	10	12110971	12165224	138	13	109060	-0.25451	0.60045
ENSG00000164078	MST1R	3	49924435	49941299	22	4	109258	-0.2548	0.60056
ENSG00000133142	TCEAL4	X	102831159	102842657	4	2	108992	-0.25516	0.6007
ENSG00000166535	A2ML1	12	8975068	9039597	109	13	109001	-0.2554	0.60079
ENSG00000183337	BCOR	X	39909068	40036582	21	11	108924	-0.25575	0.60093
ENSG00000141748	ARL5C	17	37313147	37323737	31	4	109183	-0.25591	0.60099
ENSG00000153002	CPB1	3	148508889	148577974	164	31	109097	-0.25692	0.60138
ENSG00000163221	S100A12	1	153346184	153348125	1	1	108605	-0.25703	0.60142
ENSG00000175170	FAM182B	20	25744102	25848861	80	7	109071	-0.25706	0.60143
ENSG00000175893	ZDHHC21	9	14611069	14693469	286	38	108905	-0.25824	0.60189
ENSG00000176624	MEX3C	18	48700920	48744674	89	8	109098	-0.25884	0.60212
ENSG00000149357	LAMTOR1	11	71796941	71814433	29	3	109289	-0.25926	0.60228
ENSG00000165972	CCDC38	12	96260826	96336752	245	31	109092	-0.25934	0.60231
ENSG00000134644	PUM1	1	31404353	31538838	241	19	109120	-0.25941	0.60234
ENSG00000178636	RP11-455G16.1	4	120113928	120133799	58	11	109120	-0.25945	0.60236
ENSG00000155858	LSM11	5	157170703	157187717	32	5	109147	-0.2596	0.60241
ENSG00000108963	DPH1	17	1933404	1946724	25	9	108981	-0.25978	0.60248
ENSG00000259529	RP11-468E2.4	14	24620427	24636611	17	5	108792	-0.26003	0.60258
ENSG00000030582	GRN	17	42422614	42430470	2	1	109059	-0.26035	0.6027
ENSG00000005471	ABCB4	7	87031013	87109751	172	12	109203	-0.26074	0.60285
ENSG00000162341	TPCN2	11	68816365	68858072	76	6	109102	-0.26094	0.60293
ENSG00000262874	C19orf84	19	51891543	51893828	17	1	109092	-0.26222	0.60342
ENSG00000198169	ZNF251	8	145946298	145981802	22	5	109024	-0.26252	0.60354
ENSG00000188069	OR51F1	11	4790209	4791168	16	3	109311	-0.26267	0.6036
ENSG00000171121	KCNMB3	3	178957530	178984790	105	16	108959	-0.26367	0.60398
ENSG00000197723	HSPB9	17	40274756	40275371	1	1	109360	-0.26409	0.60414
ENSG00000254656	RTL1	14	101346992	101351184	7	4	109317	-0.26422	0.60419
ENSG00000074590	NUAK1	12	106457118	106533811	134	28	109000	-0.26432	0.60423
ENSG00000182931	WFDC10B	20	44313292	44333658	65	7	109160	-0.26451	0.60431
ENSG00000165617	DACT1	14	59100685	59115039	29	8	109125	-0.26472	0.60439
ENSG00000205930	C21orf49	21	34144411	34266043	272	25	108952	-0.26475	0.6044
ENSG00000198854	C1orf68	1	152691998	152692905	7	2	109265	-0.26482	0.60442
ENSG00000176904	OR51H1P	11	4880886	4881794	3	2	108999	-0.265	0.6045
ENSG00000170448	NFXL1	4	47849257	47916653	158	12	109237	-0.26523	0.60458
ENSG00000189275	AL450307.1	10	133604734	133622535	62	5	109224	-0.26598	0.60487
ENSG00000158467	AHCYL2	7	128864864	129070052	373	28	109091	-0.26627	0.60498
ENSG00000213953	AC018867.1	2	187361840	187365393	10	3	109285	-0.26643	0.60505
ENSG00000146278	PNRC1	6	89790470	89794879	6	1	109288	-0.26644	0.60505
ENSG00000185946	RNPC3	1	104068313	104097861	26	5	108752	-0.26668	0.60514
ENSG00000171987	C11orf40	11	4592653	4599050	33	8	108931	-0.2672	0.60534
ENSG00000204019	CT83	X	115592849	115594164	2	1	108704	-0.26736	0.6054
ENSG00000243725	TTC4	1	55181495	55208330	131	3	109177	-0.26738	0.60541
ENSG00000205929	C21orf62	21	34162985	34186053	58	4	109209	-0.26743	0.60543
ENSG00000071537	SEL1L	14	81937893	82000205	61	14	108951	-0.2677	0.60553
ENSG00000130383	FUT5	19	5865837	5903798	154	17	109054	-0.26774	0.60555
ENSG00000146250	PRSS35	6	84222194	84235423	27	4	109128	-0.2678	0.60557
ENSG00000182196	ARL6IP4	12	123464607	123467456	1	1	109329	-0.26812	0.6057
ENSG00000131626	PPFIA1	11	70116806	70230509	243	8	109204	-0.26814	0.60571
